Response ID,age,gender,education,other_langs,thought_lang - Selected Choice,comfort_emotion_lang - Selected Choice,daily_eng,most_used_lang - Selected Choice,most_used_lang - Other (please specify below) - Text,lang_instruction - Selected Choice,lang_instruction - Other (please specify below) - Text,variable,value
R_6LMXBbF8WDwL9NX,56+,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_5Gy5GPrz4SWuuH2,36-45,Female,Bachelor’s degree,Russian,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_6WQK8obG9ELgabf,26-35,Male,Primary education,none,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_1xQKA63Ya8INRND,56+,Male,Doctorate (Ph.D.),none,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_3QgiDi6LVafBCa8,56+,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_63xKbOJ9nnzxHm9,36-45,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_6FG9aCY3xBmsaY4,26-35,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.3,3-Medium
R_5OXnLupIihHKg6Z,46-55,Female,Secondary education (High school),English,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_7r0vpFUDZ0D0doN,18-25,Non-binary,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_11JLrAN7mh0UReV,26-35,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_1PmK7w5cqTelO5Q,26-35,Female,Bachelor’s degree,German,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_5a8BrPA6iwWqzct,26-35,Male,Master’s degree,non,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_3poqxx6qUvv4xdd,26-35,Male,Bachelor’s degree,Yourba,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_17WgeNNCjJAzHLn,26-35,Male,Secondary education (High school),1,English,English,Definitely yes,English,,English,,intensity.3,4-Rather strong
R_11BNXQR0I6Yo0rU,56+,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_34GabVuMttFsAjn,18-25,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_3DUOrXAnGYbIn1A,26-35,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.3,3-Medium
R_3bZecrIP03ypQTS,26-35,Male,Bachelor’s degree,"English, Spanish",English,English,Probably yes,English,,English,,intensity.3,4-Rather strong
R_3Cg3AArw8AABawh,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.3,3-Medium
R_1lLDhiyHJrTwUAm,56+,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_5hcpmYMKqM46qQ1,26-35,Female,Bachelor’s degree,Yes,English,English,Probably yes,English,,English,,intensity.3,3-Medium
R_10dUFJulVNWRH8V,36-45,Female,Master’s degree,,English,English,Definitely yes,English,,English,,intensity.3,5- Very strong
R_6QyOdq9nqUQzMz3,46-55,Male,Primary education,,English,English,Definitely yes,English,,English,,intensity.3,3-Medium
R_4KbMUki2qMYU1gJ,56+,Female,No formal education,,Other (please specify),English,Probably not,Other (please specify below),,3,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",вы
R_1PB00TTXcQ3MrZf,18-25,Male,Secondary education (High school),na,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger or frustration
R_1zuQePlilZKo434,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger 
R_33j6oCssq7eKr41,26-35,Male,Bachelor’s degree,"Swahili, French",English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Sad
R_7uJbB6K8mNsdiTj,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_1NPtZ3yyFjxs7wT,26-35,Female,Master’s degree,Armenian,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",sadness
R_1AtRMBho8o1BLRn,18-25,Female,Master’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",angry
R_7ikw3tQKwns8oai,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",angry
R_3DzYVx6jhWFiMFu,26-35,Male,Master’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Angry
R_5aJ5773izxZgBUM,56+,Male,Master’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_5pncMA5SbRE4Hcf,36-45,Male,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_5GLcq5ZonHUe48x,18-25,Male,Bachelor’s degree,None.,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_5YjttLicw3JmDdf,18-25,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_5Q5Fh4fbdsKWfJJ,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",angry
R_3CkzQ1WXgXTyWrN,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Annoyance
R_1GCghImduWIE6i4,18-25,Male,Bachelor’s degree,Mandarin,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",angry
R_1x3AgDBglm6emAh,36-45,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_5CTTORsw7UqrMhf,36-45,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Mad
R_699YBunJXF8rkQF,26-35,Male,Secondary education (High school),American Sign Language,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Annoyed
R_6B3BJILoA8iAxsp,36-45,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",angry
R_107h1Vn7CV1doqN,36-45,Male,Master’s degree,I speak only English,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:","The emotion Jeff would likely feel in this situation is anger or frustration. Being pushed into a dirty puddle and having his clothes splashed with mud would likely make him feel disrespected, humiliated, and upset."
R_1kM2sYw0yILPpYN,26-35,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_7rJzJXebMVwXdAa,36-45,Female,Master’s degree,na,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_7E0rQuIBfE8K5mg,26-35,Female,Bachelor’s degree,non,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_3GtSUKXRfoX41Il,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_3dcvKW5b4zEDQoY,18-25,Male,Bachelor’s degree,Chaldean,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Annoyed
R_5loSb2FnG8EckOY,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",upset
R_6lE17npzadUddst,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_3zuWbC5oWUkttXh,26-35,Male,Bachelor’s degree,spanish,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_1QKRLRNMycAAiws,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",sad
R_7OHi6sgiNIkRb1D,46-55,Female,Secondary education (High school),Nothing ,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Mad
R_7HJYgltYfd7W4Ip,46-55,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
R_6CKuCcTMYTh3BdE,56+,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",anger
R_34gws0kx39UhGbD,46-55,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Angry 
R_3E0PeL2dDOLlEFI,36-45,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Rage
R_729Koo0SOsMXMnn,56+,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'Jeff was walking along the street when someone pushed him in a dirty puddle so his clothes got splashed with mud.'
Name the emotion Jeff would feel in this situation:",Anger
